,Unnamed: 0,name,overall_rating,potential,value,wage,Crossing,Finishing,Heading_Accuracy,Short_Passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_Passing,Ball_Control,Acceleration,Sprint_Speed,Agility,Reactions,Balance,Shot_Power,Jumping,Stamina,Strength,Long_Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive_Awareness,Standing_Tackle,Sliding_Tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes
3,3.0,Ederson Cabezas,62.0,69.0,675000.0,500.0,17.0,7.0,13.0,23.0,10.0,7.0,12.0,15.0,23.0,16.0,30.0,18.0,37.0,55.0,42.0,44.0,62.0,44.0,55.0,9.0,23.0,15.0,7.0,30.0,24.0,28.0,7.0,15.0,15.0,62.0,64.0,58.0,59.0,61.0
12,12.0,James Nieuwenhuizen,50.0,67.0,100000.0,500.0,14.0,5.0,13.0,27.0,5.0,5.0,10.0,13.0,21.0,15.0,22.0,25.0,22.0,45.0,48.0,39.0,63.0,20.0,37.0,6.0,17.0,6.0,8.0,25.0,18.0,30.0,6.0,11.0,11.0,52.0,51.0,52.0,43.0,52.0
13,13.0,Nathan Foster,50.0,60.0,90000.0,500.0,11.0,8.0,12.0,17.0,8.0,11.0,11.0,10.0,20.0,12.0,15.0,24.0,36.0,38.0,47.0,37.0,64.0,21.0,31.0,9.0,18.0,13.0,6.0,30.0,11.0,38.0,8.0,13.0,13.0,54.0,45.0,49.0,50.0,53.0
20,20.0,Ethan Cox,52.0,68.0,180000.0,500.0,11.0,5.0,11.0,21.0,6.0,12.0,14.0,13.0,21.0,16.0,20.0,20.0,37.0,42.0,42.0,41.0,61.0,23.0,43.0,9.0,20.0,7.0,6.0,33.0,15.0,23.0,9.0,11.0,12.0,55.0,53.0,55.0,49.0,53.0
40,40.0,Knut-André Skjærstein,61.0,64.0,325000.0,800.0,18.0,12.0,15.0,32.0,12.0,10.0,16.0,15.0,31.0,19.0,28.0,31.0,30.0,57.0,32.0,44.0,48.0,30.0,65.0,12.0,22.0,14.0,8.0,42.0,18.0,35.0,12.0,12.0,12.0,61.0,60.0,59.0,60.0,62.0
54,54.0,Tobias Haahr Jakobsen,53.0,68.0,190000.0,500.0,12.0,9.0,12.0,28.0,11.0,10.0,15.0,11.0,23.0,19.0,34.0,35.0,38.0,46.0,45.0,41.0,55.0,25.0,47.0,9.0,25.0,12.0,8.0,45.0,17.0,35.0,10.0,14.0,12.0,55.0,52.0,54.0,50.0,53.0
55,55.0,Devin Remie,55.0,71.0,300000.0,500.0,13.0,8.0,10.0,21.0,9.0,14.0,12.0,11.0,18.0,13.0,38.0,24.0,32.0,41.0,32.0,51.0,58.0,17.0,52.0,6.0,19.0,14.0,6.0,38.0,14.0,37.0,9.0,12.0,13.0,50.0,52.0,68.0,63.0,54.0
3,3.0,Timo Horn,75.0,77.0,4700000.0,20000.0,19.0,13.0,14.0,30.0,14.0,20.0,12.0,15.0,29.0,22.0,45.0,51.0,50.0,79.0,31.0,44.0,64.0,31.0,67.0,17.0,41.0,22.0,15.0,45.0,21.0,25.0,14.0,13.0,12.0,75.0,75.0,58.0,69.0,78.0
13,13.0,Jamal Blackman,66.0,66.0,600000.0,2000.0,13.0,19.0,18.0,37.0,17.0,14.0,18.0,12.0,33.0,19.0,23.0,29.0,42.0,59.0,33.0,47.0,60.0,25.0,69.0,16.0,23.0,10.0,10.0,29.0,36.0,40.0,17.0,13.0,12.0,67.0,65.0,63.0,64.0,67.0
17,17.0,Sergio Rico González,75.0,77.0,4800000.0,46000.0,17.0,14.0,11.0,28.0,15.0,15.0,24.0,20.0,26.0,13.0,48.0,46.0,51.0,71.0,43.0,56.0,63.0,36.0,53.0,12.0,25.0,17.0,11.0,53.0,24.0,55.0,16.0,13.0,11.0,75.0,73.0,74.0,73.0,78.0
25,25.0,Alisson Ramsés Becker,89.0,90.0,79000000.0,190000.0,17.0,13.0,29.0,60.0,20.0,27.0,19.0,18.0,58.0,40.0,58.0,49.0,40.0,87.0,37.0,64.0,52.0,32.0,78.0,14.0,27.0,11.0,13.0,66.0,23.0,68.0,15.0,19.0,16.0,86.0,85.0,85.0,90.0,89.0
56,56.0,Justin Bijlow,78.0,85.0,24000000.0,8000.0,10.0,10.0,11.0,33.0,10.0,11.0,10.0,10.0,44.0,21.0,58.0,58.0,56.0,77.0,32.0,59.0,67.0,30.0,70.0,10.0,22.0,10.0,10.0,58.0,16.0,54.0,16.0,12.0,14.0,80.0,75.0,78.0,74.0,78.0
4,4.0,Attilio Morosoli,52.0,68.0,170000.0,500.0,11.0,10.0,12.0,28.0,7.0,8.0,13.0,15.0,16.0,12.0,34.0,22.0,37.0,44.0,50.0,38.0,52.0,28.0,41.0,11.0,15.0,11.0,7.0,33.0,11.0,36.0,6.0,13.0,13.0,53.0,52.0,51.0,50.0,52.0
8,8.0,Magnus Sjøeng,63.0,78.0,1000000.0,600.0,8.0,3.0,12.0,30.0,3.0,18.0,10.0,10.0,26.0,25.0,34.0,36.0,42.0,51.0,25.0,44.0,46.0,24.0,58.0,5.0,21.0,17.0,5.0,41.0,12.0,31.0,12.0,11.0,10.0,65.0,60.0,59.0,64.0,64.0
9,9.0,Julen Agirrezabala,68.0,81.0,2600000.0,5000.0,16.0,7.0,5.0,27.0,15.0,13.0,7.0,9.0,35.0,25.0,30.0,36.0,33.0,61.0,35.0,50.0,57.0,26.0,60.0,10.0,24.0,12.0,6.0,37.0,13.0,34.0,10.0,13.0,12.0,64.0,66.0,67.0,71.0,70.0
24,24.0,Devin Remie,55.0,71.0,300000.0,500.0,13.0,8.0,10.0,21.0,9.0,14.0,12.0,11.0,18.0,13.0,38.0,24.0,32.0,41.0,32.0,51.0,58.0,17.0,52.0,6.0,19.0,14.0,6.0,38.0,14.0,37.0,9.0,12.0,13.0,50.0,52.0,68.0,63.0,54.0
25,25.0,Alejandro Iturbe Encabo,65.0,80.0,1400000.0,950.0,14.0,11.0,12.0,32.0,8.0,13.0,14.0,13.0,30.0,20.0,52.0,46.0,51.0,55.0,50.0,48.0,56.0,32.0,54.0,9.0,22.0,10.0,6.0,40.0,20.0,35.0,8.0,11.0,13.0,65.0,63.0,64.0,64.0,67.0
27,27.0,Matthieu Rongier,55.0,69.0,275000.0,550.0,11.0,9.0,12.0,25.0,7.0,6.0,14.0,13.0,24.0,13.0,32.0,24.0,29.0,45.0,47.0,42.0,55.0,24.0,46.0,10.0,22.0,9.0,6.0,30.0,18.0,20.0,9.0,10.0,11.0,59.0,54.0,56.0,53.0,56.0
30,30.0,Luis Federico López Andúgar,63.0,76.0,1000000.0,11000.0,11.0,7.0,11.0,15.0,7.0,10.0,13.0,12.0,15.0,15.0,31.0,29.0,33.0,60.0,21.0,44.0,55.0,18.0,49.0,8.0,23.0,12.0,4.0,35.0,13.0,30.0,7.0,13.0,10.0,66.0,62.0,58.0,58.0,63.0
37,37.0,Sem Westerveld,64.0,77.0,1200000.0,800.0,14.0,8.0,13.0,16.0,6.0,10.0,10.0,11.0,24.0,18.0,25.0,32.0,33.0,53.0,22.0,46.0,42.0,21.0,40.0,7.0,19.0,8.0,8.0,27.0,13.0,30.0,7.0,11.0,11.0,65.0,63.0,61.0,64.0,66.0
44,44.0,Yusuf Karagöz,59.0,68.0,450000.0,2000.0,11.0,5.0,12.0,18.0,9.0,13.0,14.0,10.0,29.0,17.0,28.0,20.0,31.0,54.0,23.0,48.0,32.0,18.0,69.0,5.0,22.0,13.0,4.0,39.0,11.0,35.0,8.0,10.0,13.0,62.0,58.0,64.0,53.0,61.0
48,48.0,Toni Fuidias Ribera,64.0,74.0,1100000.0,3000.0,10.0,8.0,14.0,15.0,7.0,5.0,10.0,14.0,21.0,11.0,28.0,32.0,32.0,61.0,25.0,47.0,50.0,21.0,59.0,8.0,17.0,12.0,4.0,33.0,18.0,38.0,8.0,13.0,10.0,65.0,64.0,62.0,61.0,62.0
56,56.0,Joel Torrance,53.0,61.0,180000.0,1000.0,11.0,8.0,18.0,29.0,8.0,10.0,17.0,15.0,26.0,11.0,41.0,38.0,37.0,38.0,26.0,40.0,44.0,28.0,68.0,8.0,19.0,12.0,6.0,35.0,19.0,38.0,5.0,12.0,15.0,52.0,52.0,53.0,53.0,57.0
6,6.0,Konstantinos Tzolakis,67.0,81.0,2100000.0,500.0,10.0,6.0,10.0,30.0,7.0,12.0,17.0,11.0,33.0,21.0,47.0,53.0,59.0,65.0,53.0,46.0,70.0,40.0,66.0,6.0,27.0,8.0,7.0,48.0,16.0,49.0,7.0,12.0,12.0,68.0,64.0,61.0,65.0,69.0
41,41.0,Marcus Ellingsen Andersen,56.0,69.0,300000.0,500.0,13.0,9.0,11.0,25.0,8.0,8.0,11.0,11.0,16.0,13.0,20.0,19.0,39.0,50.0,41.0,42.0,50.0,25.0,45.0,5.0,16.0,10.0,7.0,32.0,10.0,31.0,5.0,12.0,13.0,56.0,54.0,56.0,54.0,56.0
14,14.0,Joey Kesting,59.0,68.0,450000.0,700.0,11.0,9.0,12.0,39.0,6.0,11.0,10.0,10.0,35.0,12.0,31.0,33.0,24.0,37.0,46.0,48.0,60.0,24.0,47.0,8.0,20.0,13.0,7.0,24.0,17.0,36.0,8.0,13.0,11.0,59.0,57.0,64.0,64.0,61.0
16,16.0,Rijk Janse,56.0,71.0,300000.0,550.0,10.0,8.0,13.0,23.0,7.0,5.0,12.0,14.0,24.0,17.0,27.0,24.0,33.0,44.0,32.0,41.0,46.0,22.0,54.0,7.0,23.0,9.0,6.0,32.0,10.0,37.0,8.0,14.0,12.0,58.0,53.0,54.0,56.0,57.0
19,19.0,Felix Wienand,60.0,72.0,525000.0,550.0,12.0,5.0,10.0,19.0,8.0,14.0,13.0,10.0,22.0,14.0,31.0,34.0,36.0,59.0,34.0,41.0,66.0,22.0,63.0,7.0,27.0,9.0,8.0,22.0,12.0,30.0,8.0,10.0,12.0,59.0,56.0,54.0,58.0,63.0
28,28.0,Nicholas Sorras,50.0,57.0,80000.0,550.0,10.0,6.0,10.0,23.0,7.0,9.0,10.0,9.0,23.0,14.0,22.0,22.0,37.0,45.0,29.0,35.0,36.0,25.0,61.0,7.0,16.0,6.0,8.0,28.0,12.0,22.0,5.0,12.0,10.0,51.0,48.0,47.0,49.0,52.0
29,29.0,Maximilian Braune,55.0,67.0,250000.0,500.0,13.0,8.0,12.0,27.0,5.0,5.0,11.0,10.0,17.0,17.0,28.0,28.0,39.0,40.0,36.0,39.0,51.0,17.0,57.0,7.0,25.0,7.0,5.0,31.0,18.0,22.0,8.0,13.0,11.0,59.0,56.0,52.0,48.0,60.0
33,33.0,Julius Pünt,51.0,66.0,120000.0,500.0,12.0,8.0,12.0,28.0,7.0,9.0,10.0,11.0,18.0,18.0,27.0,17.0,25.0,44.0,44.0,36.0,60.0,26.0,58.0,5.0,23.0,11.0,5.0,23.0,14.0,33.0,5.0,12.0,10.0,53.0,56.0,48.0,43.0,52.0
38,38.0,Tiago Filipe Fernandes Martins,62.0,67.0,475000.0,1000.0,12.0,6.0,12.0,49.0,7.0,13.0,22.0,10.0,39.0,24.0,21.0,31.0,51.0,49.0,32.0,45.0,52.0,33.0,60.0,9.0,28.0,11.0,8.0,35.0,16.0,37.0,6.0,13.0,14.0,63.0,61.0,60.0,62.0,63.0
40,40.0,Gianluca Saro,56.0,64.0,275000.0,1000.0,11.0,6.0,13.0,26.0,6.0,8.0,13.0,11.0,15.0,12.0,18.0,26.0,22.0,44.0,22.0,44.0,36.0,27.0,58.0,7.0,28.0,7.0,6.0,22.0,18.0,26.0,6.0,10.0,13.0,56.0,62.0,59.0,51.0,58.0
42,42.0,Lawrence Caruso,51.0,59.0,100000.0,500.0,13.0,6.0,15.0,29.0,5.0,10.0,12.0,10.0,24.0,15.0,39.0,23.0,47.0,49.0,49.0,41.0,65.0,28.0,35.0,6.0,20.0,12.0,5.0,29.0,16.0,29.0,9.0,16.0,19.0,49.0,53.0,54.0,49.0,49.0
55,55.0,Sep van der Heijden,59.0,75.0,500000.0,500.0,13.0,8.0,13.0,21.0,6.0,11.0,14.0,12.0,26.0,10.0,47.0,45.0,49.0,59.0,49.0,46.0,61.0,25.0,58.0,8.0,30.0,10.0,19.0,57.0,11.0,31.0,5.0,13.0,13.0,57.0,58.0,61.0,56.0,62.0
56,56.0,Luke Southerington,51.0,64.0,120000.0,500.0,12.0,6.0,10.0,26.0,8.0,14.0,13.0,12.0,22.0,16.0,27.0,30.0,38.0,48.0,48.0,41.0,60.0,20.0,32.0,7.0,16.0,12.0,8.0,38.0,19.0,32.0,5.0,13.0,14.0,59.0,53.0,54.0,41.0,46.0
1,1.0,Andrew Thomas,57.0,62.0,200000.0,850.0,12.0,9.0,13.0,20.0,5.0,9.0,13.0,12.0,25.0,14.0,26.0,24.0,29.0,41.0,35.0,46.0,44.0,17.0,68.0,5.0,26.0,15.0,5.0,35.0,15.0,32.0,5.0,13.0,13.0,59.0,55.0,61.0,55.0,60.0
24,24.0,Ben Winterbottom,54.0,68.0,220000.0,2000.0,10.0,8.0,14.0,41.0,6.0,19.0,11.0,14.0,44.0,32.0,33.0,19.0,37.0,34.0,36.0,47.0,40.0,24.0,52.0,6.0,21.0,6.0,4.0,54.0,18.0,39.0,6.0,10.0,13.0,58.0,60.0,62.0,50.0,54.0
25,25.0,Apostolos Tsilingiris,61.0,70.0,650000.0,500.0,13.0,5.0,14.0,17.0,6.0,6.0,13.0,13.0,23.0,19.0,17.0,29.0,21.0,60.0,21.0,47.0,38.0,25.0,59.0,6.0,21.0,13.0,7.0,35.0,13.0,27.0,7.0,14.0,13.0,60.0,58.0,62.0,61.0,60.0
37,37.0,Karlo Sentić,67.0,80.0,2200000.0,500.0,15.0,16.0,12.0,22.0,15.0,18.0,13.0,14.0,13.0,20.0,33.0,36.0,36.0,66.0,55.0,47.0,47.0,31.0,65.0,17.0,26.0,19.0,15.0,56.0,12.0,33.0,17.0,15.0,14.0,68.0,67.0,62.0,63.0,69.0
49,49.0,Job Schuurman,58.0,67.0,400000.0,1000.0,10.0,10.0,12.0,21.0,8.0,17.0,16.0,12.0,24.0,19.0,21.0,23.0,32.0,56.0,31.0,43.0,34.0,16.0,62.0,14.0,26.0,12.0,13.0,36.0,18.0,37.0,7.0,12.0,11.0,59.0,55.0,57.0,53.0,60.0
3,3.0,David Hundertmark,53.0,58.0,110000.0,500.0,13.0,9.0,10.0,24.0,7.0,12.0,13.0,13.0,27.0,13.0,20.0,25.0,39.0,34.0,44.0,41.0,59.0,27.0,51.0,8.0,22.0,14.0,8.0,29.0,12.0,25.0,6.0,11.0,14.0,58.0,52.0,54.0,48.0,57.0
21,21.0,Nathan Harvey,49.0,65.0,100000.0,500.0,11.0,6.0,11.0,21.0,7.0,7.0,15.0,9.0,25.0,12.0,16.0,28.0,32.0,33.0,50.0,44.0,65.0,20.0,34.0,9.0,22.0,14.0,5.0,24.0,11.0,25.0,9.0,13.0,15.0,52.0,48.0,59.0,47.0,50.0
24,24.0,Alessandro Livieri,65.0,71.0,875000.0,1000.0,8.0,8.0,8.0,28.0,11.0,9.0,13.0,12.0,31.0,15.0,41.0,52.0,28.0,53.0,31.0,53.0,35.0,24.0,68.0,8.0,17.0,14.0,8.0,37.0,18.0,29.0,8.0,14.0,13.0,64.0,61.0,70.0,67.0,68.0
26,26.0,Hunor Gedő,52.0,70.0,180000.0,500.0,12.0,5.0,11.0,23.0,6.0,9.0,11.0,11.0,24.0,18.0,26.0,23.0,28.0,41.0,38.0,41.0,49.0,22.0,58.0,5.0,26.0,11.0,8.0,32.0,10.0,40.0,8.0,12.0,13.0,53.0,54.0,54.0,51.0,52.0
10,10.0,Alejandro Rodríguez Bahena,58.0,68.0,375000.0,500.0,12.0,8.0,9.0,21.0,7.0,10.0,11.0,12.0,15.0,11.0,32.0,18.0,26.0,60.0,40.0,40.0,52.0,27.0,36.0,9.0,23.0,11.0,6.0,22.0,13.0,32.0,9.0,12.0,10.0,60.0,55.0,53.0,55.0,56.0
15,15.0,加藤 大智,60.0,65.0,300000.0,1000.0,15.0,10.0,11.0,21.0,9.0,15.0,11.0,14.0,27.0,17.0,41.0,40.0,47.0,53.0,55.0,40.0,66.0,28.0,44.0,6.0,24.0,8.0,5.0,30.0,14.0,36.0,8.0,11.0,13.0,62.0,57.0,53.0,54.0,66.0
48,48.0,Jack Wills,55.0,72.0,300000.0,500.0,13.0,10.0,11.0,18.0,12.0,11.0,11.0,10.0,18.0,12.0,24.0,32.0,30.0,41.0,49.0,41.0,62.0,21.0,36.0,10.0,16.0,11.0,12.0,23.0,11.0,21.0,13.0,11.0,10.0,56.0,57.0,55.0,54.0,54.0
49,49.0,Patrick Moser,56.0,69.0,300000.0,600.0,14.0,7.0,12.0,30.0,6.0,8.0,15.0,11.0,27.0,17.0,34.0,23.0,39.0,50.0,25.0,44.0,31.0,25.0,70.0,8.0,22.0,10.0,8.0,29.0,11.0,35.0,9.0,11.0,15.0,58.0,53.0,58.0,52.0,59.0
56,56.0,Cody Nobles Mizell,56.0,56.0,100000.0,1000.0,20.0,12.0,16.0,31.0,17.0,16.0,20.0,18.0,38.0,15.0,19.0,24.0,30.0,56.0,54.0,45.0,50.0,27.0,51.0,11.0,29.0,10.0,10.0,41.0,25.0,38.0,11.0,18.0,19.0,56.0,51.0,60.0,54.0,58.0
57,57.0,Kerian Atheba,54.0,65.0,200000.0,1000.0,14.0,8.0,13.0,24.0,10.0,15.0,13.0,15.0,22.0,15.0,48.0,46.0,38.0,48.0,33.0,35.0,68.0,23.0,71.0,8.0,31.0,13.0,6.0,38.0,14.0,31.0,11.0,13.0,12.0,63.0,48.0,46.0,43.0,61.0
1,1.0,Dimitry Bertaud,74.0,79.0,5000000.0,13000.0,14.0,15.0,19.0,38.0,19.0,18.0,20.0,14.0,33.0,25.0,52.0,55.0,35.0,67.0,61.0,55.0,65.0,42.0,65.0,19.0,30.0,25.0,12.0,25.0,18.0,48.0,14.0,17.0,21.0,74.0,69.0,73.0,73.0,77.0
31,31.0,Ionuț Andrei Radu,72.0,75.0,2400000.0,26000.0,13.0,18.0,16.0,24.0,16.0,15.0,16.0,15.0,24.0,17.0,42.0,38.0,43.0,64.0,40.0,53.0,59.0,32.0,58.0,17.0,22.0,14.0,9.0,37.0,15.0,43.0,12.0,19.0,15.0,76.0,68.0,70.0,70.0,76.0
51,51.0,Álvaro Fernández Llorente,72.0,77.0,2800000.0,5000.0,9.0,8.0,9.0,29.0,6.0,14.0,14.0,13.0,26.0,28.0,44.0,51.0,68.0,70.0,48.0,50.0,65.0,37.0,59.0,5.0,22.0,14.0,5.0,41.0,14.0,52.0,10.0,11.0,11.0,73.0,68.0,66.0,68.0,76.0
3,3.0,Nurullah Aslan,60.0,66.0,325000.0,1000.0,13.0,8.0,11.0,30.0,8.0,7.0,15.0,13.0,27.0,30.0,31.0,31.0,32.0,47.0,25.0,42.0,70.0,25.0,70.0,9.0,22.0,23.0,6.0,30.0,12.0,37.0,19.0,16.0,25.0,63.0,62.0,56.0,60.0,59.0
11,11.0,Jaime Durán Jiménez,57.0,67.0,325000.0,2000.0,20.0,9.0,8.0,30.0,7.0,13.0,20.0,7.0,34.0,11.0,31.0,30.0,33.0,42.0,26.0,44.0,50.0,38.0,59.0,9.0,22.0,11.0,6.0,42.0,17.0,41.0,9.0,12.0,15.0,59.0,61.0,58.0,54.0,58.0
31,31.0,Simone Ghidotti,52.0,60.0,160000.0,4000.0,10.0,8.0,11.0,28.0,8.0,11.0,10.0,12.0,28.0,12.0,25.0,26.0,26.0,35.0,29.0,42.0,32.0,25.0,57.0,8.0,18.0,6.0,4.0,39.0,16.0,34.0,6.0,13.0,10.0,58.0,56.0,56.0,49.0,49.0
34,34.0,Maciej Kowal,54.0,67.0,220000.0,500.0,11.0,5.0,12.0,24.0,5.0,10.0,12.0,13.0,22.0,12.0,26.0,33.0,23.0,39.0,26.0,43.0,32.0,20.0,55.0,7.0,27.0,10.0,8.0,22.0,15.0,21.0,8.0,12.0,14.0,58.0,54.0,57.0,51.0,53.0
14,14.0,Maksymilian Boruc,52.0,69.0,180000.0,500.0,11.0,6.0,12.0,25.0,8.0,10.0,12.0,13.0,16.0,12.0,16.0,20.0,35.0,40.0,26.0,44.0,34.0,16.0,51.0,9.0,24.0,14.0,7.0,32.0,17.0,21.0,6.0,11.0,12.0,51.0,51.0,59.0,56.0,52.0
15,15.0,Paul Schermer,55.0,72.0,275000.0,500.0,11.0,5.0,14.0,25.0,9.0,8.0,11.0,12.0,27.0,15.0,25.0,22.0,24.0,48.0,42.0,41.0,59.0,18.0,53.0,7.0,22.0,9.0,6.0,30.0,12.0,31.0,7.0,12.0,11.0,58.0,52.0,54.0,51.0,57.0
19,19.0,James Holden,54.0,66.0,230000.0,650.0,14.0,5.0,11.0,27.0,6.0,8.0,10.0,12.0,19.0,11.0,32.0,27.0,27.0,52.0,28.0,38.0,43.0,19.0,57.0,8.0,18.0,12.0,5.0,46.0,16.0,30.0,8.0,10.0,14.0,53.0,54.0,50.0,52.0,55.0
20,20.0,Harvey Collins,51.0,67.0,130000.0,500.0,14.0,7.0,11.0,24.0,6.0,21.0,13.0,13.0,30.0,19.0,27.0,28.0,35.0,48.0,27.0,41.0,35.0,16.0,45.0,9.0,45.0,10.0,8.0,48.0,14.0,42.0,7.0,11.0,11.0,54.0,46.0,54.0,48.0,53.0
33,33.0,Lasse Rieß,61.0,75.0,700000.0,2000.0,10.0,9.0,13.0,27.0,5.0,9.0,13.0,11.0,26.0,14.0,31.0,29.0,33.0,48.0,25.0,43.0,38.0,21.0,64.0,8.0,28.0,14.0,8.0,34.0,16.0,39.0,8.0,13.0,13.0,63.0,61.0,57.0,61.0,64.0
44,44.0,David Skubl,58.0,67.0,375000.0,1000.0,14.0,9.0,12.0,25.0,8.0,8.0,14.0,10.0,17.0,22.0,18.0,16.0,29.0,54.0,26.0,39.0,37.0,27.0,49.0,8.0,16.0,13.0,4.0,27.0,18.0,28.0,7.0,10.0,12.0,62.0,56.0,52.0,51.0,62.0
46,46.0,Dominik Greif,72.0,78.0,2900000.0,13000.0,14.0,9.0,10.0,25.0,5.0,10.0,12.0,10.0,17.0,17.0,15.0,22.0,21.0,66.0,21.0,58.0,40.0,17.0,60.0,5.0,16.0,14.0,7.0,34.0,14.0,32.0,8.0,11.0,11.0,70.0,73.0,77.0,71.0,70.0
51,51.0,Józef Burta,56.0,65.0,275000.0,1000.0,13.0,8.0,10.0,16.0,5.0,6.0,10.0,14.0,16.0,13.0,22.0,31.0,38.0,46.0,22.0,41.0,32.0,22.0,72.0,9.0,28.0,10.0,6.0,41.0,18.0,22.0,5.0,13.0,13.0,58.0,54.0,54.0,56.0,57.0
56,56.0,Sergio Díaz Sorroche,62.0,69.0,675000.0,1000.0,12.0,6.0,10.0,50.0,9.0,10.0,11.0,13.0,35.0,18.0,37.0,30.0,46.0,48.0,42.0,46.0,61.0,21.0,41.0,5.0,22.0,14.0,4.0,41.0,17.0,34.0,7.0,17.0,23.0,63.0,59.0,61.0,63.0,65.0
28,28.0,Pietro Terracciano,78.0,78.0,7000000.0,39000.0,13.0,11.0,15.0,27.0,16.0,15.0,12.0,12.0,21.0,22.0,40.0,42.0,41.0,68.0,45.0,54.0,55.0,33.0,60.0,11.0,19.0,16.0,12.0,42.0,22.0,63.0,20.0,11.0,19.0,78.0,73.0,72.0,78.0,83.0
32,32.0,Yvon Landry Mvogo Nganoma,76.0,79.0,7000000.0,15000.0,13.0,10.0,24.0,24.0,19.0,18.0,14.0,20.0,22.0,27.0,43.0,41.0,58.0,71.0,57.0,57.0,71.0,28.0,74.0,14.0,37.0,13.0,13.0,58.0,20.0,30.0,28.0,18.0,12.0,76.0,73.0,76.0,74.0,78.0
44,44.0,Kepa Arrizabalaga Revuelta,81.0,84.0,25500000.0,86000.0,25.0,11.0,18.0,60.0,18.0,15.0,25.0,19.0,60.0,34.0,34.0,33.0,41.0,71.0,39.0,64.0,71.0,37.0,51.0,14.0,18.0,21.0,15.0,61.0,24.0,63.0,19.0,18.0,16.0,80.0,78.0,85.0,78.0,84.0
47,47.0,Sergio Rico González,75.0,77.0,4800000.0,46000.0,17.0,14.0,11.0,28.0,15.0,15.0,24.0,20.0,26.0,13.0,48.0,46.0,51.0,71.0,43.0,56.0,63.0,36.0,53.0,12.0,25.0,17.0,11.0,53.0,24.0,55.0,16.0,13.0,11.0,75.0,73.0,74.0,73.0,78.0
47,47.0,Max Weiß,56.0,76.0,350000.0,500.0,10.0,6.0,11.0,30.0,8.0,5.0,11.0,14.0,29.0,13.0,27.0,25.0,29.0,39.0,40.0,44.0,51.0,16.0,62.0,6.0,17.0,11.0,4.0,34.0,13.0,31.0,9.0,13.0,10.0,60.0,57.0,58.0,48.0,64.0
14,14.0,Ander Bardají Maiza Lasgar,65.0,70.0,525000.0,4000.0,12.0,19.0,13.0,36.0,14.0,15.0,11.0,12.0,22.0,11.0,52.0,56.0,69.0,64.0,47.0,25.0,57.0,45.0,64.0,16.0,23.0,16.0,20.0,31.0,23.0,45.0,14.0,13.0,15.0,69.0,67.0,60.0,57.0,66.0
18,18.0,Frederik August Albrecht Schram,62.0,65.0,400000.0,2000.0,17.0,12.0,17.0,37.0,15.0,18.0,20.0,16.0,37.0,28.0,38.0,42.0,31.0,58.0,40.0,47.0,50.0,30.0,70.0,18.0,20.0,17.0,10.0,57.0,30.0,35.0,19.0,18.0,18.0,65.0,60.0,63.0,58.0,62.0
34,34.0,David Gil Mohedano,70.0,72.0,1400000.0,12000.0,30.0,13.0,20.0,30.0,16.0,28.0,31.0,19.0,20.0,29.0,48.0,46.0,32.0,62.0,55.0,51.0,60.0,41.0,66.0,12.0,25.0,25.0,12.0,31.0,21.0,40.0,15.0,15.0,16.0,71.0,70.0,68.0,67.0,70.0
44,44.0,Jonathan Maddison,58.0,63.0,130000.0,1000.0,14.0,15.0,12.0,23.0,15.0,15.0,21.0,13.0,27.0,19.0,45.0,43.0,33.0,55.0,29.0,41.0,52.0,23.0,44.0,13.0,25.0,19.0,6.0,30.0,32.0,31.0,17.0,18.0,19.0,60.0,57.0,54.0,54.0,59.0
45,45.0,Leonardo César Jardim,73.0,77.0,3200000.0,18000.0,12.0,16.0,14.0,27.0,12.0,18.0,18.0,17.0,24.0,18.0,40.0,43.0,35.0,69.0,54.0,51.0,54.0,42.0,56.0,18.0,30.0,24.0,17.0,57.0,19.0,28.0,11.0,16.0,14.0,74.0,73.0,68.0,70.0,72.0
52,52.0,Raúl Manolo Gudiño Vega,74.0,77.0,4200000.0,6000.0,21.0,17.0,15.0,24.0,14.0,21.0,20.0,18.0,22.0,23.0,45.0,49.0,31.0,71.0,39.0,47.0,51.0,40.0,74.0,12.0,34.0,21.0,14.0,51.0,11.0,47.0,19.0,14.0,19.0,73.0,76.0,62.0,70.0,76.0
54,54.0,Uğurcan Çakır,80.0,82.0,20000000.0,33000.0,15.0,13.0,14.0,32.0,20.0,14.0,18.0,20.0,27.0,24.0,53.0,56.0,49.0,78.0,58.0,54.0,81.0,40.0,67.0,19.0,27.0,25.0,14.0,60.0,23.0,60.0,17.0,18.0,16.0,80.0,77.0,72.0,81.0,82.0
55,55.0,Marcos Guillermo Díaz,75.0,75.0,625000.0,7000.0,17.0,11.0,15.0,24.0,11.0,13.0,13.0,15.0,21.0,16.0,39.0,47.0,37.0,73.0,35.0,49.0,60.0,35.0,74.0,13.0,45.0,18.0,14.0,50.0,23.0,33.0,17.0,21.0,22.0,75.0,73.0,65.0,79.0,74.0
